YEAR,DOY,Hour,Kp index,R (Sunspot No.),"Dst-index, nT","ap_index, nT",f10.7_index
2020,175,16,7,0,5,3,69.3
2020,175,17,7,0,4,3,69.3
2020,175,18,3,0,4,2,69.3
2020,175,19,3,0,6,2,69.3
2020,175,20,3,0,8,2,69.3
2020,175,21,13,0,6,5,69.3
2020,175,22,13,0,1,5,69.3
2020,175,23,13,0,2,5,69.3
2020,176,0,10,0,-2,4,69.1
2020,176,1,10,0,-2,4,69.1
2020,176,2,10,0,0,4,69.1
2020,176,3,10,0,2,4,69.1
2020,176,4,10,0,1,4,69.1
2020,176,5,10,0,-1,4,69.1
2020,176,6,7,0,-5,3,69.1
2020,176,7,7,0,-3,3,69.1
2020,176,8,7,0,2,3,69.1
2020,176,9,10,0,5,4,69.1
2020,176,10,10,0,4,4,69.1
2020,176,11,10,0,5,4,69.1
2020,176,12,7,0,7,3,69.1
2020,176,13,7,0,7,3,69.1
2020,176,14,7,0,3,3,69.1
2020,176,15,7,0,4,3,69.1
2020,176,16,7,0,3,3,69.1
2020,176,17,7,0,1,3,69.1
2020,176,18,3,0,1,2,69.1
2020,176,19,3,0,3,2,69.1
2020,176,20,3,0,1,2,69.1
2020,176,21,7,0,0,3,69.1
2020,176,22,7,0,2,3,69.1
2020,176,23,7,0,7,3,69.1
2020,177,0,7,0,7,3,71.2
2020,177,1,7,0,9,3,71.2
2020,177,2,7,0,11,3,71.2
2020,177,3,7,0,11,3,71.2
2020,177,4,7,0,12,3,71.2
2020,177,5,7,0,13,3,71.2
2020,177,6,3,0,7,2,71.2
2020,177,7,3,0,6,2,71.2
2020,177,8,3,0,6,2,71.2
2020,177,9,3,0,6,2,71.2
2020,177,10,3,0,6,2,71.2
2020,177,11,3,0,7,2,71.2
2020,177,12,3,0,6,2,71.2
2020,177,13,3,0,6,2,71.2
2020,177,14,3,0,7,2,71.2
2020,177,15,7,0,7,3,71.2
2020,177,16,7,0,5,3,71.2
2020,177,17,7,0,4,3,71.2
2020,177,18,3,0,4,2,71.2
2020,177,19,3,0,2,2,71.2
2020,177,20,3,0,-1,2,71.2
2020,177,21,10,0,-1,4,71.2
2020,177,22,10,0,1,4,71.2
2020,177,23,10,0,9,4,71.2
2020,178,0,20,6,8,7,70.0
2020,178,1,20,6,5,7,70.0
2020,178,2,20,6,4,7,70.0
2020,178,3,3,6,3,2,70.0
2020,178,4,3,6,1,2,70.0
2020,178,5,3,6,1,2,70.0
2020,178,6,3,6,1,2,70.0
2020,178,7,3,6,-1,2,70.0
2020,178,8,3,6,-1,2,70.0
2020,178,9,3,6,-1,2,70.0
2020,178,10,3,6,1,2,70.0
2020,178,11,3,6,1,2,70.0
2020,178,12,10,6,2,4,70.0
2020,178,13,10,6,3,4,70.0
2020,178,14,10,6,3,4,70.0
2020,178,15,10,6,4,4,70.0
2020,178,16,10,6,4,4,70.0
2020,178,17,10,6,1,4,70.0
2020,178,18,23,6,0,9,70.0
2020,178,19,23,6,-4,9,70.0
2020,178,20,23,6,-4,9,70.0
2020,178,21,27,6,-2,12,70.0
2020,178,22,27,6,-5,12,70.0
2020,178,23,27,6,-3,12,70.0
2020,179,0,27,4,-8,12,71.2
2020,179,1,27,4,-8,12,71.2
2020,179,2,27,4,-2,12,71.2
2020,179,3,13,4,2,5,71.2
2020,179,4,13,4,0,5,71.2
2020,179,5,13,4,-1,5,71.2
2020,179,6,13,4,5,5,71.2
2020,179,7,13,4,8,5,71.2
2020,179,8,13,4,9,5,71.2
2020,179,9,23,4,8,9,71.2
2020,179,10,23,4,2,9,71.2
2020,179,11,23,4,-5,9,71.2
2020,179,12,23,4,-1,9,71.2
2020,179,13,23,4,3,9,71.2
2020,179,14,23,4,-3,9,71.2
2020,179,15,3,4,-7,2,71.2
2020,179,16,3,4,-6,2,71.2
2020,179,17,3,4,-9,2,71.2
2020,179,18,7,4,-9,3,71.2
2020,179,19,7,4,-7,3,71.2
2020,179,20,7,4,-6,3,71.2
2020,179,21,13,4,-6,5,71.2
2020,179,22,13,4,-7,5,71.2
2020,179,23,13,4,-4,5,71.2
2020,180,0,10,0,-8,4,71.5
2020,180,1,10,0,-11,4,71.5
2020,180,2,10,0,-14,4,71.5
2020,180,3,10,0,-13,4,71.5
2020,180,4,10,0,-11,4,71.5
2020,180,5,10,0,-7,4,71.5
2020,180,6,3,0,-7,2,71.5
2020,180,7,3,0,-6,2,71.5
2020,180,8,3,0,-5,2,71.5
2020,180,9,7,0,-5,3,71.5
2020,180,10,7,0,-6,3,71.5
2020,180,11,7,0,-7,3,71.5
2020,180,12,0,0,-5,0,71.5
2020,180,13,0,0,-6,0,71.5
2020,180,14,0,0,-5,0,71.5
2020,180,15,3,0,-6,2,71.5
2020,180,16,3,0,-7,2,71.5
2020,180,17,3,0,-8,2,71.5
2020,180,18,7,0,-6,3,71.5
2020,180,19,7,0,-5,3,71.5
2020,180,20,7,0,-4,3,71.5
2020,180,21,10,0,-5,4,71.5
2020,180,22,10,0,-7,4,71.5
2020,180,23,10,0,0,4,71.5
2020,181,0,7,0,2,3,71.0
2020,181,1,7,0,3,3,71.0
2020,181,2,7,0,1,3,71.0
2020,181,3,7,0,-3,3,71.0
2020,181,4,7,0,-3,3,71.0
2020,181,5,7,0,-1,3,71.0
2020,181,6,0,0,1,0,71.0
2020,181,7,0,0,2,0,71.0
2020,181,8,0,0,4,0,71.0
2020,181,9,3,0,5,2,71.0
2020,181,10,3,0,5,2,71.0
2020,181,11,3,0,2,2,71.0
2020,181,12,3,0,2,2,71.0
2020,181,13,3,0,2,2,71.0
2020,181,14,3,0,-1,2,71.0
2020,181,15,7,0,-2,3,71.0
2020,181,16,7,0,0,3,71.0
2020,181,17,7,0,-1,3,71.0
2020,181,18,3,0,-2,2,71.0
2020,181,19,3,0,-3,2,71.0
2020,181,20,3,0,-2,2,71.0
2020,181,21,3,0,-2,2,71.0
2020,181,22,3,0,0,2,71.0
2020,181,23,3,0,-24,2,71.0
2020,182,0,17,0,-23,6,70.4
2020,182,1,17,0,-26,6,70.4
2020,182,2,17,0,-21,6,70.4
2020,182,3,17,0,-19,6,70.4
2020,182,4,17,0,-25,6,70.4
2020,182,5,17,0,-29,6,70.4
2020,182,6,17,0,-31,6,70.4
2020,182,7,17,0,-28,6,70.4
2020,182,8,17,0,-24,6,70.4
2020,182,9,3,0,-23,2,70.4
2020,182,10,3,0,-26,2,70.4
2020,182,11,3,0,-28,2,70.4
2020,182,12,3,0,-30,2,70.4
2020,182,13,3,0,-33,2,70.4
2020,182,14,3,0,-34,2,70.4
2020,182,15,7,0,-33,3,70.4
2020,182,16,7,0,-30,3,70.4
2020,182,17,7,0,-29,3,70.4
2020,182,18,0,0,-29,0,70.4
2020,182,19,0,0,-28,0,70.4
2020,182,20,0,0,-27,0,70.4
2020,182,21,13,0,-29,5,70.4
2020,182,22,13,0,-30,5,70.4
2020,182,23,13,0,-22,5,70.4
2020,183,0,7,4,1,3,71.2
2020,183,1,7,4,1,3,71.2
2020,183,2,7,4,-5,3,71.2
2020,183,3,10,4,-11,4,71.2
2020,183,4,10,4,-12,4,71.2
2020,183,5,10,4,-11,4,71.2
2020,183,6,7,4,-9,3,71.2
2020,183,7,7,4,-4,3,71.2
2020,183,8,7,4,-3,3,71.2
2020,183,9,10,4,-3,4,71.2
2020,183,10,10,4,-4,4,71.2
2020,183,11,10,4,-8,4,71.2
2020,183,12,3,4,-8,2,71.2
2020,183,13,3,4,-5,2,71.2
2020,183,14,3,4,-3,2,71.2
2020,183,15,3,4,-3,2,71.2
2020,183,16,3,4,-1,2,71.2
2020,183,17,3,4,2,2,71.2
2020,183,18,23,4,7,9,71.2
2020,183,19,23,4,8,9,71.2
2020,183,20,23,4,1,9,71.2
2020,183,21,20,4,-6,7,71.2
2020,183,22,20,4,-6,7,71.2
2020,183,23,20,4,-1,7,71.2
2020,184,0,7,2,-3,3,70.3
2020,184,1,7,2,-2,3,70.3
2020,184,2,7,2,-3,3,70.3
2020,184,3,7,2,-4,3,70.3
2020,184,4,7,2,-6,3,70.3
2020,184,5,7,2,-5,3,70.3
2020,184,6,3,2,-2,2,70.3
2020,184,7,3,2,3,2,70.3
2020,184,8,3,2,6,2,70.3
2020,184,9,3,2,7,2,70.3
2020,184,10,3,2,4,2,70.3
2020,184,11,3,2,0,2,70.3
2020,184,12,7,2,-1,3,70.3
2020,184,13,7,2,0,3,70.3
2020,184,14,7,2,1,3,70.3
2020,184,15,13,2,2,5,70.3
2020,184,16,13,2,3,5,70.3
2020,184,17,13,2,4,5,70.3
2020,184,18,10,2,4,4,70.3
2020,184,19,10,2,3,4,70.3
2020,184,20,10,2,1,4,70.3
2020,184,21,7,2,0,3,70.3
2020,184,22,7,2,1,3,70.3
2020,184,23,7,2,3,3,70.3
2020,185,0,3,0,5,2,71.6
2020,185,1,3,0,6,2,71.6
2020,185,2,3,0,3,2,71.6
2020,185,3,10,0,-1,4,71.6
2020,185,4,10,0,-3,4,71.6
2020,185,5,10,0,-2,4,71.6
2020,185,6,10,0,0,4,71.6
2020,185,7,10,0,6,4,71.6
2020,185,8,10,0,12,4,71.6
2020,185,9,10,0,7,4,71.6
2020,185,10,10,0,3,4,71.6
2020,185,11,10,0,2,4,71.6
2020,185,12,7,0,2,3,71.6
2020,185,13,7,0,4,3,71.6
2020,185,14,7,0,3,3,71.6
2020,185,15,7,0,1,3,71.6
2020,185,16,7,0,-1,3,71.6
2020,185,17,7,0,0,3,71.6
2020,185,18,7,0,4,3,71.6
2020,185,19,7,0,3,3,71.6
2020,185,20,7,0,-3,3,71.6
2020,185,21,3,0,-1,2,71.6
2020,185,22,3,0,0,2,71.6
2020,185,23,3,0,0,2,71.6
2020,186,0,10,7,2,4,71.8
2020,186,1,10,7,1,4,71.8
2020,186,2,10,7,-1,4,71.8
2020,186,3,10,7,-5,4,71.8
2020,186,4,10,7,-4,4,71.8
2020,186,5,10,7,-2,4,71.8
2020,186,6,13,7,1,5,71.8
2020,186,7,13,7,6,5,71.8
2020,186,8,13,7,10,5,71.8
2020,186,9,10,7,12,4,71.8
2020,186,10,10,7,9,4,71.8
2020,186,11,10,7,5,4,71.8
2020,186,12,20,7,6,7,71.8
2020,186,13,20,7,14,7,71.8
2020,186,14,20,7,22,7,71.8
2020,186,15,13,7,22,5,71.8
2020,186,16,13,7,18,5,71.8
2020,186,17,13,7,19,5,71.8
2020,186,18,23,7,20,9,71.8
2020,186,19,23,7,15,9,71.8
2020,186,20,23,7,3,9,71.8
2020,186,21,30,7,-9,15,71.8
2020,186,22,30,7,-9,15,71.8
2020,186,23,30,7,-9,15,71.8
2020,187,0,17,5,-12,6,71.8
2020,187,1,17,5,-7,6,71.8
2020,187,2,17,5,-4,6,71.8
2020,187,3,27,5,-3,12,71.8
2020,187,4,27,5,-6,12,71.8
2020,187,5,27,5,-9,12,71.8
2020,187,6,33,5,-8,18,71.8
2020,187,7,33,5,-9,18,71.8
2020,187,8,33,5,-9,18,71.8
2020,187,9,27,5,-7,12,71.8
2020,187,10,27,5,-10,12,71.8
2020,187,11,27,5,-16,12,71.8
2020,187,12,13,5,-15,5,71.8
2020,187,13,13,5,-14,5,71.8
2020,187,14,13,5,-13,5,71.8
2020,187,15,10,5,-13,4,71.8
2020,187,16,10,5,-14,4,71.8
2020,187,17,10,5,-13,4,71.8
2020,187,18,20,5,-12,7,71.8
2020,187,19,20,5,-9,7,71.8
2020,187,20,20,5,-7,7,71.8
2020,187,21,27,5,-4,12,71.8
2020,187,22,27,5,-10,12,71.8
2020,187,23,27,5,-7,12,71.8
2020,188,0,10,5,-4,4,70.8
2020,188,1,10,5,-5,4,70.8
2020,188,2,10,5,-10,4,70.8
2020,188,3,10,5,-11,4,70.8
2020,188,4,10,5,-13,4,70.8
2020,188,5,10,5,-9,4,70.8
2020,188,6,13,5,-8,5,70.8
2020,188,7,13,5,-9,5,70.8
2020,188,8,13,5,-8,5,70.8
2020,188,9,7,5,-8,3,70.8
2020,188,10,7,5,-9,3,70.8
2020,188,11,7,5,-10,3,70.8
2020,188,12,13,5,-7,5,70.8
2020,188,13,13,5,-5,5,70.8
2020,188,14,13,5,-6,5,70.8
2020,188,15,13,5,-9,5,70.8
2020,188,16,13,5,-9,5,70.8
2020,188,17,13,5,-7,5,70.8
2020,188,18,13,5,-6,5,70.8
2020,188,19,13,5,-5,5,70.8
2020,188,20,13,5,-4,5,70.8
2020,188,21,3,5,-4,2,70.8
2020,188,22,3,5,-6,2,70.8
2020,188,23,3,5,-6,2,70.8
2020,189,0,3,8,-3,2,70.0
2020,189,1,3,8,-4,2,70.0
2020,189,2,3,8,-2,2,70.0
2020,189,3,10,8,-3,4,70.0
2020,189,4,10,8,-9,4,70.0
2020,189,5,10,8,-12,4,70.0
2020,189,6,17,8,-13,6,70.0
2020,189,7,17,8,-8,6,70.0
2020,189,8,17,8,-6,6,70.0
2020,189,9,3,8,-3,2,70.0
2020,189,10,3,8,-3,2,70.0
2020,189,11,3,8,-8,2,70.0
2020,189,12,3,8,-11,2,70.0
2020,189,13,3,8,-12,2,70.0
2020,189,14,3,8,-10,2,70.0
2020,189,15,3,8,-7,2,70.0
2020,189,16,3,8,-4,2,70.0
2020,189,17,3,8,-1,2,70.0
2020,189,18,3,8,-1,2,70.0
2020,189,19,3,8,0,2,70.0
2020,189,20,3,8,0,2,70.0
2020,189,21,7,8,1,3,70.0
2020,189,22,7,8,-1,3,70.0
2020,189,23,7,8,-3,3,70.0
2020,190,0,0,0,-2,0,69.4
2020,190,1,0,0,-3,0,69.4
2020,190,2,0,0,-3,0,69.4
2020,190,3,7,0,-6,3,69.4
2020,190,4,7,0,-9,3,69.4
2020,190,5,7,0,-7,3,69.4
2020,190,6,3,0,-4,2,69.4
2020,190,7,3,0,-3,2,69.4
2020,190,8,3,0,-1,2,69.4
2020,190,9,3,0,-2,2,69.4
2020,190,10,3,0,-2,2,69.4
2020,190,11,3,0,-1,2,69.4
2020,190,12,3,0,-1,2,69.4
2020,190,13,3,0,-2,2,69.4
2020,190,14,3,0,-1,2,69.4
2020,190,15,3,0,0,2,69.4
2020,190,16,3,0,2,2,69.4
2020,190,17,3,0,3,2,69.4
2020,190,18,3,0,4,2,69.4
2020,190,19,3,0,3,2,69.4
2020,190,20,3,0,3,2,69.4
2020,190,21,3,0,3,2,69.4
2020,190,22,3,0,0,2,69.4
2020,190,23,3,0,0,2,69.4
2020,191,0,3,0,-2,2,71.0
2020,191,1,3,0,-2,2,71.0
2020,191,2,3,0,0,2,71.0
2020,191,3,3,0,4,2,71.0
2020,191,4,3,0,3,2,71.0
2020,191,5,3,0,2,2,71.0
2020,191,6,10,0,1,4,71.0
2020,191,7,10,0,0,4,71.0
2020,191,8,10,0,1,4,71.0
2020,191,9,7,0,3,3,71.0
2020,191,10,7,0,4,3,71.0
2020,191,11,7,0,1,3,71.0
2020,191,12,10,0,1,4,71.0
2020,191,13,10,0,-1,4,71.0
2020,191,14,10,0,-1,4,71.0
2020,191,15,10,0,-1,4,71.0
2020,191,16,10,0,-1,4,71.0
2020,191,17,10,0,1,4,71.0
2020,191,18,7,0,-1,3,71.0
2020,191,19,7,0,0,3,71.0
2020,191,20,7,0,-4,3,71.0
2020,191,21,0,0,-7,0,71.0
2020,191,22,0,0,-7,0,71.0
2020,191,23,0,0,-7,0,71.0
2020,192,0,0,0,-6,0,71.1
2020,192,1,0,0,-5,0,71.1
2020,192,2,0,0,-5,0,71.1
2020,192,3,3,0,-6,2,71.1
2020,192,4,3,0,-4,2,71.1
2020,192,5,3,0,-2,2,71.1
2020,192,6,13,0,-4,5,71.1
2020,192,7,13,0,-2,5,71.1
2020,192,8,13,0,0,5,71.1
2020,192,9,3,0,-1,2,71.1
2020,192,10,3,0,-2,2,71.1
2020,192,11,3,0,-1,2,71.1
2020,192,12,3,0,1,2,71.1
2020,192,13,3,0,0,2,71.1
2020,192,14,3,0,-1,2,71.1
2020,192,15,3,0,-2,2,71.1
2020,192,16,3,0,-3,2,71.1
2020,192,17,3,0,-5,2,71.1
2020,192,18,3,0,-3,2,71.1
2020,192,19,3,0,-3,2,71.1
2020,192,20,3,0,-3,2,71.1
2020,192,21,0,0,-2,0,71.1
2020,192,22,0,0,-1,0,71.1
2020,192,23,0,0,-4,0,71.1
2020,193,0,7,0,-6,3,71.0
2020,193,1,7,0,-6,3,71.0
2020,193,2,7,0,-4,3,71.0
2020,193,3,3,0,-2,2,71.0
2020,193,4,3,0,-2,2,71.0
2020,193,5,3,0,-4,2,71.0
2020,193,6,0,0,-3,0,71.0
2020,193,7,0,0,-3,0,71.0
2020,193,8,0,0,-3,0,71.0
2020,193,9,3,0,-3,2,71.0
2020,193,10,3,0,-3,2,71.0
2020,193,11,3,0,-4,2,71.0
2020,193,12,3,0,-6,2,71.0
2020,193,13,3,0,-7,2,71.0
2020,193,14,3,0,-6,2,71.0
2020,193,15,3,0,-5,2,71.0
2020,193,16,3,0,-5,2,71.0
2020,193,17,3,0,-5,2,71.0
2020,193,18,7,0,-6,3,71.0
2020,193,19,7,0,-6,3,71.0
2020,193,20,7,0,-6,3,71.0
2020,193,21,10,0,-4,4,71.0
2020,193,22,10,0,-1,4,71.0
2020,193,23,10,0,-1,4,71.0
2020,194,0,3,0,0,2,69.8
2020,194,1,3,0,-2,2,69.8
2020,194,2,3,0,-2,2,69.8
2020,194,3,0,0,-1,0,69.8
2020,194,4,0,0,1,0,69.8
2020,194,5,0,0,2,0,69.8
2020,194,6,3,0,3,2,69.8
2020,194,7,3,0,3,2,69.8
2020,194,8,3,0,3,2,69.8
2020,194,9,7,0,5,3,69.8
2020,194,10,7,0,2,3,69.8
2020,194,11,7,0,2,3,69.8
2020,194,12,7,0,6,3,69.8
2020,194,13,7,0,7,3,69.8
2020,194,14,7,0,7,3,69.8
2020,194,15,3,0,6,2,69.8
2020,194,16,3,0,4,2,69.8
2020,194,17,3,0,4,2,69.8
2020,194,18,0,0,4,0,69.8
2020,194,19,0,0,7,0,69.8
2020,194,20,0,0,9,0,69.8
2020,194,21,3,0,10,2,69.8
2020,194,22,3,0,10,2,69.8
2020,194,23,3,0,13,2,69.8
2020,195,0,10,0,15,4,70.5
2020,195,1,10,0,15,4,70.5
2020,195,2,10,0,11,4,70.5
2020,195,3,13,0,4,5,70.5
2020,195,4,13,0,4,5,70.5
2020,195,5,13,0,8,5,70.5
2020,195,6,20,0,12,7,70.5
2020,195,7,20,0,17,7,70.5
2020,195,8,20,0,16,7,70.5
2020,195,9,17,0,11,6,70.5
2020,195,10,17,0,4,6,70.5
2020,195,11,17,0,0,6,70.5
2020,195,12,7,0,-1,3,70.5
2020,195,13,7,0,-2,3,70.5
2020,195,14,7,0,0,3,70.5
2020,195,15,10,0,1,4,70.5
2020,195,16,10,0,4,4,70.5
2020,195,17,10,0,4,4,70.5
2020,195,18,13,0,8,5,70.5
2020,195,19,13,0,11,5,70.5
2020,195,20,13,0,9,5,70.5
2020,195,21,27,0,4,12,70.5
2020,195,22,27,0,-5,12,70.5
2020,195,23,27,0,-22,12,70.5
2020,196,0,37,0,-28,22,71.2
2020,196,1,37,0,-29,22,71.2
2020,196,2,37,0,-34,22,71.2
2020,196,3,37,0,-44,22,71.2
2020,196,4,37,0,-46,22,71.2
2020,196,5,37,0,-46,22,71.2
2020,196,6,33,0,-43,18,71.2
2020,196,7,33,0,-33,18,71.2
2020,196,8,33,0,-29,18,71.2
2020,196,9,13,0,-27,5,71.2
2020,196,10,13,0,-26,5,71.2
2020,196,11,13,0,-28,5,71.2
2020,196,12,17,0,-31,6,71.2
2020,196,13,17,0,-30,6,71.2
2020,196,14,17,0,-28,6,71.2
2020,196,15,10,0,-27,4,71.2
2020,196,16,10,0,-26,4,71.2
2020,196,17,10,0,-24,4,71.2
2020,196,18,3,0,-20,2,71.2
2020,196,19,3,0,-15,2,71.2
2020,196,20,3,0,-16,2,71.2
2020,196,21,3,0,-12,2,71.2
2020,196,22,3,0,-11,2,71.2
2020,196,23,3,0,-14,2,71.2
2020,197,0,0,2,-15,0,70.6
2020,197,1,0,2,-14,0,70.6
2020,197,2,0,2,-13,0,70.6
2020,197,3,13,2,-17,5,70.6
2020,197,4,13,2,-18,5,70.6
2020,197,5,13,2,-19,5,70.6
2020,197,6,13,2,-21,5,70.6
2020,197,7,13,2,-18,5,70.6
2020,197,8,13,2,-12,5,70.6
2020,197,9,10,2,-10,4,70.6
2020,197,10,10,2,-11,4,70.6
2020,197,11,10,2,-15,4,70.6
2020,197,12,20,2,-13,7,70.6
2020,197,13,20,2,-8,7,70.6
2020,197,14,20,2,-10,7,70.6
2020,197,15,20,2,-14,7,70.6
2020,197,16,20,2,-17,7,70.6
2020,197,17,20,2,-14,7,70.6
2020,197,18,7,2,-12,3,70.6
2020,197,19,7,2,-12,3,70.6
2020,197,20,7,2,-15,3,70.6
2020,197,21,0,2,-18,0,70.6
2020,197,22,0,2,-21,0,70.6
2020,197,23,0,2,-22,0,70.6
2020,198,0,0,0,-19,0,70.9
2020,198,1,0,0,-14,0,70.9
2020,198,2,0,0,-10,0,70.9
2020,198,3,3,0,-9,2,70.9
2020,198,4,3,0,-10,2,70.9
2020,198,5,3,0,-9,2,70.9
2020,198,6,3,0,-8,2,70.9
2020,198,7,3,0,-5,2,70.9
2020,198,8,3,0,-3,2,70.9
2020,198,9,17,0,-2,6,70.9
2020,198,10,17,0,-5,6,70.9
2020,198,11,17,0,-11,6,70.9
2020,198,12,10,0,-10,4,70.9
2020,198,13,10,0,-13,4,70.9
2020,198,14,10,0,-12,4,70.9
2020,198,15,10,0,-13,4,70.9
2020,198,16,10,0,-12,4,70.9
2020,198,17,10,0,-9,4,70.9
2020,198,18,10,0,-5,4,70.9
2020,198,19,10,0,-4,4,70.9
2020,198,20,10,0,-6,4,70.9
2020,198,21,10,0,-7,4,70.9
2020,198,22,10,0,-7,4,70.9
2020,198,23,10,0,-7,4,70.9
2020,199,0,10,0,-7,4,71.3
2020,199,1,10,0,-10,4,71.3
2020,199,2,10,0,-13,4,71.3
2020,199,3,3,0,-14,2,71.3
2020,199,4,3,0,-13,2,71.3
2020,199,5,3,0,-13,2,71.3
2020,199,6,3,0,-12,2,71.3
2020,199,7,3,0,-10,2,71.3
2020,199,8,3,0,-7,2,71.3
2020,199,9,7,0,-9,3,71.3
2020,199,10,7,0,-14,3,71.3
2020,199,11,7,0,-14,3,71.3
2020,199,12,10,0,-13,4,71.3
2020,199,13,10,0,-8,4,71.3
2020,199,14,10,0,-4,4,71.3
2020,199,15,13,0,-5,5,71.3
2020,199,16,13,0,-7,5,71.3
2020,199,17,13,0,-7,5,71.3
2020,199,18,10,0,-1,4,71.3
2020,199,19,10,0,-1,4,71.3
2020,199,20,10,0,-4,4,71.3
2020,199,21,13,0,-3,5,71.3
2020,199,22,13,0,-3,5,71.3
2020,199,23,13,0,-4,5,71.3
2020,200,0,13,0,-5,5,70.0
2020,200,1,13,0,-9,5,70.0
2020,200,2,13,0,-9,5,70.0
2020,200,3,7,0,-10,3,70.0
2020,200,4,7,0,-10,3,70.0
2020,200,5,7,0,-9,3,70.0
2020,200,6,10,0,-8,4,70.0
2020,200,7,10,0,-7,4,70.0
2020,200,8,10,0,-3,4,70.0
2020,200,9,3,0,-3,2,70.0
2020,200,10,3,0,-6,2,70.0
2020,200,11,3,0,-9,2,70.0
2020,200,12,10,0,-7,4,70.0
2020,200,13,10,0,-5,4,70.0
2020,200,14,10,0,-3,4,70.0
2020,200,15,3,0,-4,2,70.0
2020,200,16,3,0,-3,2,70.0
2020,200,17,3,0,-3,2,70.0
2020,200,18,3,0,-3,2,70.0
2020,200,19,3,0,-2,2,70.0
2020,200,20,3,0,-3,2,70.0
2020,200,21,10,0,-7,4,70.0
2020,200,22,10,0,-9,4,70.0
2020,200,23,10,0,-7,4,70.0
2020,201,0,0,0,-4,0,71.1
2020,201,1,0,0,0,0,71.1
2020,201,2,0,0,-4,0,71.1
2020,201,3,7,0,-7,3,71.1
2020,201,4,7,0,-6,3,71.1
2020,201,5,7,0,-5,3,71.1
2020,201,6,10,0,-4,4,71.1
2020,201,7,10,0,-2,4,71.1
2020,201,8,10,0,-2,4,71.1
2020,201,9,10,0,-2,4,71.1
2020,201,10,10,0,0,4,71.1
2020,201,11,10,0,0,4,71.1
2020,201,12,10,0,0,4,71.1
2020,201,13,10,0,2,4,71.1
2020,201,14,10,0,4,4,71.1
2020,201,15,7,0,5,3,71.1
2020,201,16,7,0,6,3,71.1
2020,201,17,7,0,5,3,71.1
2020,201,18,7,0,3,3,71.1
2020,201,19,7,0,2,3,71.1
2020,201,20,7,0,0,3,71.1
2020,201,21,17,0,-1,6,71.1
2020,201,22,17,0,-2,6,71.1
2020,201,23,17,0,-1,6,71.1
2020,202,0,3,0,-4,2,71.6
2020,202,1,3,0,-3,2,71.6
2020,202,2,3,0,-6,2,71.6
2020,202,3,10,0,-8,4,71.6
2020,202,4,10,0,-8,4,71.6
2020,202,5,10,0,-8,4,71.6
2020,202,6,10,0,-7,4,71.6
2020,202,7,10,0,-6,4,71.6
2020,202,8,10,0,-2,4,71.6
2020,202,9,3,0,1,2,71.6
2020,202,10,3,0,-1,2,71.6
2020,202,11,3,0,-3,2,71.6
2020,202,12,3,0,-3,2,71.6
2020,202,13,3,0,-1,2,71.6
2020,202,14,3,0,2,2,71.6
2020,202,15,7,0,4,3,71.6
2020,202,16,7,0,6,3,71.6
2020,202,17,7,0,7,3,71.6
2020,202,18,7,0,5,3,71.6
2020,202,19,7,0,3,3,71.6
2020,202,20,7,0,-2,3,71.6
2020,202,21,10,0,-6,4,71.6
2020,202,22,10,0,-9,4,71.6
2020,202,23,10,0,-8,4,71.6
2020,203,0,10,6,-5,4,72.1
2020,203,1,10,6,-1,4,72.1
2020,203,2,10,6,0,4,72.1
2020,203,3,13,6,-2,5,72.1
2020,203,4,13,6,-2,5,72.1
2020,203,5,13,6,-4,5,72.1
2020,203,6,7,6,-3,3,72.1
2020,203,7,7,6,-2,3,72.1
2020,203,8,7,6,2,3,72.1
2020,203,9,3,6,0,2,72.1
2020,203,10,3,6,-1,2,72.1
2020,203,11,3,6,-3,2,72.1
2020,203,12,7,6,-2,3,72.1
2020,203,13,7,6,-2,3,72.1
2020,203,14,7,6,-1,3,72.1
2020,203,15,10,6,0,4,72.1
2020,203,16,10,6,-2,4,72.1
2020,203,17,10,6,-1,4,72.1
2020,203,18,7,6,-1,3,72.1
2020,203,19,7,6,-1,3,72.1
2020,203,20,7,6,-3,3,72.1
2020,203,21,17,6,-6,6,72.1
2020,203,22,17,6,-8,6,72.1
2020,203,23,17,6,-7,6,72.1
2020,204,0,7,11,-4,3,72.2
2020,204,1,7,11,-2,3,72.2
2020,204,2,7,11,-3,3,72.2
2020,204,3,7,11,-5,3,72.2
2020,204,4,7,11,-4,3,72.2
2020,204,5,7,11,-2,3,72.2
2020,204,6,3,11,0,2,72.2
2020,204,7,3,11,1,2,72.2
2020,204,8,3,11,4,2,72.2
2020,204,9,3,11,1,2,72.2
2020,204,10,3,11,-3,2,72.2
2020,204,11,3,11,-8,2,72.2
2020,204,12,3,11,-7,2,72.2
2020,204,13,3,11,-3,2,72.2
2020,204,14,3,11,-2,2,72.2
2020,204,15,13,11,2,5,72.2
2020,204,16,13,11,3,5,72.2
2020,204,17,13,11,1,5,72.2
2020,204,18,10,11,3,4,72.2
2020,204,19,10,11,4,4,72.2
2020,204,20,10,11,3,4,72.2
2020,204,21,0,11,4,0,72.2
2020,204,22,0,11,3,0,72.2
2020,204,23,0,11,2,0,72.2
2020,205,0,3,11,0,2,72.5
2020,205,1,3,11,0,2,72.5
2020,205,2,3,11,-1,2,72.5
2020,205,3,3,11,0,2,72.5
2020,205,4,3,11,1,2,72.5
2020,205,5,3,11,2,2,72.5
